,state_code,latitude,longitude,zip_code,id,city,Unnamed: 6,name,status,labels,founded_at,closed_at,first_funding_at,last_funding_at,age_first_funding_year,age_last_funding_year,age_first_milestone_year,age_last_milestone_year,relationships,funding_rounds,funding_total_usd,milestones,state_code.1,is_CA,is_NY,is_MA,is_TX,is_otherstate,category_code,is_software,is_web,is_mobile,is_enterprise,is_advertising,is_gamesvideo,is_ecommerce,is_biotech,is_consulting,is_othercategory,object_id,has_VC,has_angel,has_roundA,has_roundB,has_roundC,has_roundD,avg_participants,is_top500
85,CA,37.420428,-122.090769,94043,c:13168,Mountain View,,Trovix,acquired,1,1/1/2002,,12/7/2005,9/6/2006,3.9342,4.6822,4.0027,4.0027,3,2,18250000,1,CA,1,0,0,0,0,search,0,0,0,0,0,0,0,0,0,1,c:13168,0,0,1,1,0,0,2.5,1
86,WA,30.6324797,-86.9843446,98033,c:13219,Kirkland,,Clearwire,acquired,1,10/1/2003,,5/6/2008,2/27/2013,4.6,9.4164,5.2575,9.7753,19,4,5700000000,2,WA,0,0,0,0,1,mobile,0,0,1,0,0,0,0,0,0,0,c:13219,0,0,0,0,0,0,4.25,1
87,CA,34.03423370000001,-118.4536137,90025,c:13277,Los Angeles,,GetBack,closed,0,9/1/2007,11/22/2010,11/6/2008,11/6/2008,1.1836,1.1836,0.9178,0.9178,1,1,1700000,1,CA,1,0,0,0,0,web,0,1,0,0,0,0,0,0,0,0,c:13277,0,0,1,0,0,0,1.0,0
88,CA,37.448944,-122.16141499999999,94301,c:13358,Palo Alto,,Q-magic,closed,0,2/1/2007,11/29/2011,1/1/2007,1/1/2007,-0.0849,-0.0849,,,3,1,650000,0,CA,1,0,0,0,0,public_relations,0,0,0,0,0,0,0,0,0,1,c:13358,0,1,0,0,0,0,1.0,0
89,WA,47.638456,-122.35696499999999,98109,c:134,Seattle,,Haute Secure,acquired,1,1/1/2006,,1/1/2007,3/9/2009,1.0,3.1863,2.4301,7.6247,5,2,2100000,3,WA,0,0,0,0,1,security,0,0,0,0,0,0,0,0,0,1,c:134,0,1,1,0,0,0,1.5,1
90,GA,33.776834,-84.3895875,30308,c:13410,Atlanta,,GlobalCrypto,closed,0,6/1/2006,7/6/2012,11/11/2008,11/11/2008,2.4493,2.4493,,,0,2,1000000,0,GA,0,0,0,0,1,software,1,0,0,0,0,0,0,0,0,0,c:13410,1,1,0,0,0,0,2.0,0
91,CA,37.336191,-121.890583,95110,c:13465,San Jose,San Jose CA 95110,Cassatt,acquired,1,1/1/2003,,3/1/2006,3/1/2006,3.1644,3.1644,2.0027,2.0027,6,1,15000000,1,CA,1,0,0,0,0,software,1,0,0,0,0,0,0,0,0,0,c:13465,0,0,0,0,0,1,3.0,1
92,CA,37.758113,-122.414689,94114,c:135,San Francisco,,Pageflakes,acquired,1,1/1/2006,,5/1/2006,4/13/2008,0.3288,2.2822,1.0,7.8877,11,2,4100000,5,CA,1,0,0,0,0,web,0,1,0,0,0,0,0,0,0,0,c:135,0,0,1,0,0,0,1.0,1
93,MA,42.49739,-71.416794,1720,c:1350,Acton,,Blackwave,acquired,1,1/1/2006,,12/1/2006,9/30/2009,0.9151,3.7479,0.5808,4.8822,14,3,28000000,2,MA,0,0,1,0,0,network_hosting,0,0,0,0,0,0,0,0,0,1,c:1350,0,0,1,1,1,0,2.6667,1
94,CA,37.628328,-122.420814,94066,c:13504,San Bruno,,Planet Metrics,closed,0,1/1/2007,2/7/2011,11/12/2008,11/12/2008,1.8658,1.8658,0.0,1.8630000000000002,2,1,2300000,2,CA,1,0,0,0,0,cleantech,0,0,0,0,0,0,0,0,0,1,c:13504,0,0,1,0,0,0,2.0,1
95,CA,37.381876,-121.95993,95054,c:13681,Santa Clara,,SkyPilot Networks,acquired,1,1/1/2000,,1/1/2001,4/1/2008,1.0027,8.2548,,,6,4,68400000,0,CA,1,0,0,0,0,mobile,0,0,1,0,0,0,0,0,0,0,c:13681,1,0,1,0,1,1,4.0,1
96,PA,40.069832,-75.316295,19428,c:137274,West Conshohocken,West Conshohocken PA 19428,Azelon Pharmaceuticals,closed,0,1/1/2000,5/1/2013,10/11/2011,3/16/2012,11.7836,12.2137,,,2,2,6922000,0,PA,0,0,0,0,1,biotech,0,0,0,0,0,0,0,1,0,0,c:137274,0,0,1,0,0,0,3.0,1
97,VA,38.872668,-77.367981,22102,c:13730,McLean,,Rollstream,acquired,1,1/1/2005,,9/3/2007,11/18/2008,2.6712,3.8822,4.0027,7.3205,4,2,7500000,3,VA,0,0,0,0,1,software,1,0,0,0,0,0,0,0,0,0,c:13730,0,0,1,1,0,0,1.5,1
98,CA,40.01573320000001,-105.27502700000001,94025,c:13733,Menlo Park,,PublicEarth,closed,0,1/1/2008,2/15/2011,2/8/2008,5/21/2010,0.1041,2.3863,2.3315,2.7918,7,2,4000000,2,CA,1,0,0,0,0,travel,0,0,0,0,0,0,0,0,0,1,c:13733,1,0,1,0,0,0,1.0,1
99,CA,32.9388917,-117.2398594,92130,c:13734,San Diego,,Imagine Communications,acquired,1,1/1/2005,,1/1/2005,4/20/2010,0.0,5.3014,5.0027,5.0027,17,4,34700000,1,CA,1,0,0,0,0,software,1,0,0,0,0,0,0,0,0,0,c:13734,1,0,1,1,0,0,2.25,1
100,NV,36.170538,-115.101942,89101,c:138030,Las Vegas,Las Vegas NV 89101,NSFW Corporation,acquired,1,1/1/2011,,10/5/2011,6/14/2013,0.7589,2.4521,2.1644,2.9014,3,2,250000,2,NV,0,0,0,0,1,news,0,0,0,0,0,0,0,0,0,1,c:138030,0,1,0,0,0,0,1.5,1
101,CA,34.144926,-118.149767,91105,c:13815,Pasadena,,iChange,acquired,1,1/1/2008,,10/1/2007,2/1/2010,-0.2521,2.0877,1.4164,1.4164,6,3,1830000,1,CA,1,0,0,0,0,health,0,0,0,0,0,0,0,0,0,1,c:13815,0,1,1,0,0,0,2.0,0
102,WA,39.78373,-100.445882,98104-1125,c:13874,Seattle,Seattle WA 98104-1125,Attenex,acquired,1,1/1/2000,,5/23/2005,5/23/2005,5.3945,5.3945,4.0027,4.0027,3,1,5000000,1,WA,0,0,0,0,1,software,1,0,0,0,0,0,0,0,0,0,c:13874,0,0,0,1,0,0,1.0,1
103,CA,37.388869,-122.072353,94041,c:138790,Mountain View,Mountain View CA 94041,Origami Labs,acquired,1,4/1/2011,,10/1/2011,8/31/2012,0.5014,1.4192,0.0,2.2247,3,2,5163408,2,CA,1,0,0,0,0,mobile,0,0,1,0,0,0,0,0,0,0,c:138790,0,0,1,0,0,0,20.0,1
104,NY,40.729839,-73.991781,10003,c:1388,New York,New York NY 10003,The Huffington Post,acquired,1,5/9/2005,,5/1/2005,8/1/2010,-0.0219,5.2329,5.7616,7.4877,31,5,37000000,3,NY,0,1,0,0,0,news,0,0,0,0,0,0,0,0,0,1,c:1388,1,0,1,1,1,0,2.5,1
105,CA,39.78373,-100.445882,94063-2026,c:1389,Redwood City,Redwood City CA 94063-2026,NebuAd,closed,0,1/1/2006,5/20/2009,7/1/2007,9/1/2007,1.4959,1.6658,0.0,7.5233,2,2,30150000,3,CA,1,0,0,0,0,advertising,0,0,0,0,1,0,0,0,0,0,c:1389,0,0,1,1,0,0,1.5,1
106,CA,37.789268,-122.39518400000001,94105,c:139,San Francisco,,Swivel,closed,0,12/1/2005,7/1/2010,9/1/2006,4/1/2007,0.7507,1.3315,1.0849,6.4986,8,2,2000000,4,CA,1,0,0,0,0,search,0,0,0,0,0,0,0,0,0,1,c:139,0,0,1,0,0,0,1.0,0
107,IL,42.055849,-87.694664,60201,c:13921,Evanston,,Amadesa,closed,0,5/15/2005,7/1/2013,12/3/2007,10/5/2011,2.5534,6.3945,6.6356,6.6356,15,2,12800000,1,IL,0,0,0,0,1,software,1,0,0,0,0,0,0,0,0,0,c:13921,0,0,1,1,0,0,2.0,1
108,PA,39.952399,-75.16359,19103,c:139729,Philadelphia,Philadelphia PA 19103,MobileReactor,closed,0,1/1/2010,7/1/2013,10/24/2011,6/15/2012,1.811,2.4548,0.7479,0.7479,2,2,1175000,1,PA,0,0,0,0,1,software,1,0,0,0,0,0,0,0,0,0,c:139729,1,0,0,0,0,0,1.0,0
109,CA,33.999004,-118.472297,90291,c:1401,Venice,,Mogreet,acquired,1,1/1/2006,,8/1/2007,4/4/2012,1.5808,6.2603,6.0877,7.3863,9,4,13988210,3,CA,1,0,0,0,0,mobile,0,0,1,0,0,0,0,0,0,0,c:1401,1,0,1,1,1,0,3.6667,1
110,NH,42.737021899999995,-71.48729759999999,3062,c:14028,Nashua,,AutoVirt,closed,0,1/1/2007,2/1/2012,1/1/2007,5/24/2011,0.0,4.3945,3.1534,4.3945,5,7,24300000,2,NH,0,0,0,0,1,software,1,0,0,0,0,0,0,0,0,0,c:14028,1,1,1,1,0,0,2.0,1
111,CA,37.409096000000005,-121.94319099999998,95134,c:14036,San Jose,,WiChorus,acquired,1,1/1/2005,,12/22/2005,11/4/2008,0.9726,3.8438,2.0,2.0,18,4,42500000,1,CA,1,0,0,0,0,mobile,0,0,1,0,0,0,0,0,0,0,c:14036,1,0,1,1,1,0,2.5,1
112,TX,30.280147999999997,-97.74990799999999,78701,c:1419,Austin,Austin TX 78701,FiveRuns,acquired,1,2/1/2005,,9/1/2005,10/28/2007,0.5808,2.737,1.9151,4.6603,11,2,9200000,2,TX,0,0,0,1,0,web,0,1,0,0,0,0,0,0,0,0,c:1419,0,0,1,1,0,0,1.0,1
113,CA,37.782103,-122.40111599999999,94108,c:142,San Francisco,,Bebo,acquired,1,1/6/2005,,5/1/2006,5/1/2006,1.3151,1.3151,6.4658,8.8411,30,1,15000000,3,CA,1,0,0,0,0,web,0,1,0,0,0,0,0,0,0,0,c:142,0,0,1,0,0,0,1.0,1
114,NY,40.73901,-73.997259,10011,c:14345,New York,New York NY 10011,Peek & Co,closed,0,11/1/2007,2/22/2013,1/1/2008,8/12/2011,0.1671,3.7808,3.8356,6.1178,6,2,626096,3,NY,0,1,0,0,0,mobile,0,0,1,0,0,0,0,0,0,0,c:14345,1,0,1,0,0,0,1.0,1
115,CA,37.775196,-122.41920400000001,94105,c:144,San Francisco,,Metaweb Technologies,acquired,1,1/1/2005,,3/1/2006,1/15/2008,1.1616,3.0384,3.2658,5.5397,7,2,57000000,2,CA,1,0,0,0,0,web,0,1,0,0,0,0,0,0,0,0,c:144,0,0,1,1,0,0,3.5,1
116,MA,42.405685,-71.25585699999999,2451,c:1445,Waltham,,xkoto,closed,0,1/1/2005,10/1/2011,11/1/2005,1/26/2009,0.8329,4.0712,2.0,2.0,3,3,11035000,1,MA,0,0,1,0,0,software,1,0,0,0,0,0,0,0,0,0,c:1445,1,0,0,1,1,0,1.6667,1
117,NY,40.650104,-73.94958199999999,11222,c:144611,Brooklyn,Brooklyn NY 11222,Press,closed,0,6/1/2011,6/1/2013,12/15/2011,12/15/2011,0.5397,0.5397,0.0795,0.5562,3,1,70000,2,NY,0,1,0,0,0,software,1,0,0,0,0,0,0,0,0,0,c:144611,0,1,0,0,0,0,1.0,0
118,DC,38.894954999999996,-77.03664599999999,20005,c:144631,Washington,Washington DC 20005,VeteranCentral.com,closed,0,12/15/2011,7/1/2013,6/15/2011,6/15/2011,-0.5014,-0.5014,,,1,1,150000,0,DC,0,0,0,0,1,social,0,0,0,0,0,0,0,0,0,1,c:144631,0,1,0,0,0,0,1.0,0
119,FL,26.106273,-80.41894,33327,c:144687,Weston,Weston FL 33327,DateMyFamily.com,closed,0,11/11/2011,1/1/2013,12/1/2011,12/1/2011,0.0548,0.0548,0.0685,0.4,4,1,100000,2,FL,0,0,0,0,1,social,0,0,0,0,0,0,0,0,0,1,c:144687,0,1,0,0,0,0,1.0,0
120,CA,37.520592,-122.25590700000001,94306,c:1447,Palo Alto,,TrustedID,acquired,1,1/1/2005,,10/1/2005,10/18/2007,0.7479,2.7945,2.0575,3.8356,5,3,25000000,2,CA,1,0,0,0,0,security,0,0,0,0,0,0,0,0,0,1,c:1447,0,0,1,1,0,0,2.0,1
121,IL,39.78373,-100.445882,60607,c:144825,Chicago,Chicago IL 60607,CakeStyle,closed,0,8/1/2011,8/1/2013,8/13/2012,8/13/2012,1.0356,1.0356,0.0,1.0356,2,1,1000000,2,IL,0,0,0,0,1,web,0,1,0,0,0,0,0,0,0,0,c:144825,0,1,0,0,0,0,1.0,0
122,FL,28.66677,-81.392794,32714,c:14483,Altamonte Springs,,Hit Systems,closed,0,9/1/2008,1/10/2013,9/1/2008,9/1/2008,0.0,0.0,,,2,1,125000,0,FL,0,0,0,0,1,enterprise,0,0,0,1,0,0,0,0,0,0,c:14483,0,1,0,0,0,0,1.0,0
123,MA,42.485102000000005,-71.211568,1803,c:14593,Burlington,,expressor software,acquired,1,1/1/2007,,7/1/2007,12/19/2011,0.4959,4.9671,1.0,4.5123,10,4,29050000,2,MA,0,0,1,0,0,software,1,0,0,0,0,0,0,0,0,0,c:14593,1,0,0,1,0,0,2.6667,1
124,CA,37.862592,-122.49356100000001,94939,c:14608,Larkspur,,mFoundry,acquired,1,1/1/2004,,3/21/2006,12/5/2011,2.2192,7.9315,1.6685,9.0904,7,3,40300000,5,CA,1,0,0,0,0,mobile,0,0,1,0,0,0,0,0,0,0,c:14608,1,0,0,1,1,0,4.0,1
125,CA,37.406217,-121.976473,95054,c:14656,Santa Clara,,Azuro,acquired,1,1/1/2002,,1/1/2006,11/13/2009,4.0027,7.8712,0.1616,0.1616,5,2,10000000,1,CA,1,0,0,0,0,semiconductor,0,0,0,0,0,0,0,0,0,1,c:14656,1,0,0,1,0,0,4.0,1
126,CA,37.288326,-121.945633,95008,c:146596,Campbell,Campbell CA 95008,AdexLink,closed,0,8/16/2010,8/1/2012,6/10/2011,6/10/2011,0.8164,0.8164,,,0,1,2000000,0,CA,1,0,0,0,0,advertising,0,0,0,0,1,0,0,0,0,0,c:146596,0,0,0,0,0,0,1.0,0
127,CT,41.3215202,-72.9294232,6511,c:14666,New Haven,,REMOTV,closed,0,2/10/2007,9/3/2011,5/1/2007,10/15/2008,0.2192,1.6795,,,5,3,2700000,0,CT,0,0,0,0,1,mobile,0,0,1,0,0,0,0,0,0,0,c:14666,0,1,1,1,0,0,1.3333,1
128,NY,40.74731129999999,-73.95491820000001,11101,c:1475,Long Island City,,Songza,acquired,1,11/1/2007,,9/19/2011,9/10/2013,3.8849,5.8629999999999995,2.8356,6.1123,9,2,6700000,4,NY,0,1,0,0,0,music,0,0,0,0,0,0,0,0,0,1,c:1475,1,0,0,0,0,0,8.0,1
129,CA,37.782978,-122.394517,94107,c:14787,San Francisco,,Transpond,acquired,1,1/1/2007,,2/4/2009,2/4/2009,2.0959,2.0959,2.2822,3.1699,6,1,4100000,3,CA,1,0,0,0,0,advertising,0,0,0,0,1,0,0,0,0,0,c:14787,0,0,1,0,0,0,2.0,1
130,CA,37.388869,-122.072353,94041,c:148139,Mountain View,Mountain View CA 94041,LaunchGram,acquired,1,1/10/2012,,1/23/2012,10/1/2012,0.0356,0.726,0.474,0.9205,4,2,70000,2,CA,1,0,0,0,0,news,0,0,0,0,0,0,0,0,0,1,c:148139,0,1,0,0,0,0,1.0,1
131,OH,41.678675,-83.51272800000001,43607,c:148284,Toledo,Toledo OH 43607,Classiphix,closed,0,9/19/2009,5/1/2013,1/1/2011,1/1/2011,1.2849,1.2849,0.0,0.0,1,1,15000,1,OH,0,0,0,0,1,ecommerce,0,0,0,0,0,0,1,0,0,0,c:148284,0,1,0,0,0,0,1.0,0
132,CA,37.779281,-122.41923600000001,94111,c:14854,San Francisco,San Francisco CA 94111,Vontu,acquired,1,1/1/2001,,3/21/2005,8/11/2006,4.2192,5.611000000000001,5.0027,5.0027,9,2,20000000,1,CA,1,0,0,0,0,software,1,0,0,0,0,0,0,0,0,0,c:14854,0,0,0,0,1,1,4.5,1
133,RI,41.818712,-71.411775,2903,c:148566,Providence,,"MoveableCode, Inc.",closed,0,1/1/2010,1/14/2012,1/1/2009,4/1/2012,-1.0,2.2493,1.7479,1.7479,3,2,350000,1,RI,0,0,0,0,1,mobile,0,0,1,0,0,0,0,0,0,0,c:148566,0,1,0,0,0,0,1.0,1
134,NY,40.74929,-73.981328,10016,c:148576,New York,New York NY 10016,LiftDNA,acquired,1,9/1/2009,,2/1/2011,2/11/2011,1.4192,1.4466,1.663,1.663,5,2,1000000,1,NY,0,1,0,0,0,advertising,0,0,0,0,1,0,0,0,0,0,c:148576,0,1,0,0,0,0,3.5,0
135,CA,37.779281,-122.41923600000001,94103,c:148750,San Francisco,San Francisco CA 94103,Wheelz,acquired,1,1/1/2011,,9/28/2011,2/22/2012,0.7397,1.1425,0.5808,0.5808,15,2,15700000,1,CA,1,0,0,0,0,automotive,0,0,0,0,0,0,0,0,0,1,c:148750,0,0,1,0,0,0,3.0,1
136,NY,40.721897999999996,-73.999356,10012,c:14880,New York,,Health Guru Media Inc.,acquired,1,1/1/2007,,1/1/2007,6/29/2011,0.0,4.4932,4.4932,5.1671,6,3,9450000,2,NY,0,1,0,0,0,health,0,0,0,0,0,0,0,0,0,1,c:14880,0,0,1,0,1,1,3.6667,1
137,NY,40.70276,-73.98666800000001,11201,c:1491,Brooklyn,,drop.io,acquired,1,11/26/2007,,12/3/2007,5/3/2010,0.0192,2.4356,0.7945,4.3781,15,3,9950000,3,NY,0,1,0,0,0,education,0,0,0,0,0,0,0,0,0,1,c:1491,0,0,1,1,1,0,2.3333,1
138,NY,40.606061,-73.822331,10004,c:1498,New York,,Motionbox,acquired,1,1/1/2006,,9/1/2006,1/14/2009,0.6658,3.0384,2.0,5.0548,10,3,17200000,5,NY,0,1,0,0,0,games_video,0,0,0,0,0,1,0,0,0,0,c:1498,0,0,1,1,1,0,2.6667,1
139,NH,42.99564,-71.454789,3101,c:149809,Manchester,Manchester NH 3101,Trendslide,acquired,1,8/1/2011,,8/1/2011,3/1/2012,0.0,0.5836,0.5836,0.5945,9,2,125000,2,NH,0,0,0,0,1,mobile,0,0,1,0,0,0,0,0,0,0,c:149809,0,1,0,0,0,0,1.0,0
140,WA,47.598968,-122.332904,98104,c:1499,Seattle,,Snapvine,acquired,1,1/1/2005,,7/1/2006,9/1/2007,1.4959,2.6658,2.4137,5.937,6,2,12000000,3,WA,0,0,0,0,1,other,0,0,0,0,0,0,0,0,0,1,c:1499,0,0,1,1,0,0,2.5,1
141,MA,42.6555302,-71.1455618,1810,c:14993,Andover,,Exit41,closed,0,1/1/1999,5/1/2013,2/4/2007,5/12/2011,8.0986,12.3671,11.8411,12.0548,11,4,24200000,2,MA,0,0,1,0,0,software,1,0,0,0,0,0,0,0,0,0,c:14993,1,0,1,0,1,0,2.3333,1
142,CA,37.5455355,-122.32088020000002,94608,c:15017,Emeryville,,Quantivo,acquired,1,1/1/2005,,1/9/2008,12/16/2009,3.0219,4.9589,6.5836,6.6822,11,2,9400000,2,CA,1,0,0,0,0,analytics,0,0,0,0,0,0,0,0,0,1,c:15017,0,0,1,0,0,0,2.0,1
143,CA,37.428087700000006,-122.143368,94025,c:15018,Menlo Park,,Silver Tail Systems,acquired,1,1/8/2008,,9/26/2008,9/22/2011,0.7178,3.7068,0.537,3.6274,11,3,22100000,4,CA,1,0,0,0,0,analytics,0,0,0,0,0,0,0,0,0,1,c:15018,1,0,1,1,0,0,2.6667,1
144,OH,39.099909000000004,-84.504243,45202,c:150577,Cincinnati,Cincinnati OH 45202,StyleZen,closed,0,9/1/2011,4/1/2013,9/1/2011,9/1/2011,0.0,0.0,0.0,0.0,2,1,20000,1,OH,0,0,0,0,1,fashion,0,0,0,0,0,0,0,0,0,1,c:150577,0,1,0,0,0,0,1.0,0
145,CA,37.779281,-122.41923600000001,94105,c:150658,San Francisco,San Francisco CA 94105,Karma,acquired,1,1/1/2011,,1/1/2011,11/14/2011,0.0,0.8685,0.4137,2.1671,3,2,2304999,2,CA,1,0,0,0,0,mobile,0,0,1,0,0,0,0,0,0,0,c:150658,1,0,0,0,0,0,5.0,1
146,CA,37.417002000000004,-122.07871000000002,94043,c:15122,Mountain View,,Kace networks,acquired,1,1/1/2003,,7/25/2005,5/22/2006,2.5644,3.389,8.1452,8.1452,7,2,11000000,1,CA,1,0,0,0,0,software,1,0,0,0,0,0,0,0,0,0,c:15122,1,0,0,1,0,0,1.5,1
147,CA,39.78373,-100.445882,94040-2573,c:15123,Mountain View,Mountain View CA 94040-2573,Rhythm NewMedia,acquired,1,1/1/2005,,11/10/2010,9/11/2012,5.8603,7.6986,5.8603,7.6712,28,4,28932322,3,CA,1,0,0,0,0,advertising,0,0,0,0,1,0,0,0,0,0,c:15123,1,0,0,0,1,0,2.6667,1
148,CA,37.794891,-122.397901,94111,c:15129,San Franciso,,Zentact,closed,0,9/1/2008,1/1/2012,9/1/2008,9/1/2008,0.0,0.0,3.411,3.411,3,1,250000,1,CA,1,0,0,0,0,network_hosting,0,0,0,0,0,0,0,0,0,1,c:15129,0,1,0,0,0,0,3.0,0
149,MA,42.431554999999996,-71.48307700000001,1754,c:1518,Maynard,,Utterz,closed,0,9/17/2007,2/2/2010,9/1/2007,9/1/2007,-0.0438,-0.0438,0.27399999999999997,0.27399999999999997,3,1,4000000,1,MA,0,0,1,0,0,mobile,0,0,1,0,0,0,0,0,0,0,c:1518,0,0,1,0,0,0,2.0,1
150,CA,37.779281,-122.41923600000001,94109,c:152560,San Francisco,San Francisco CA 94109,Wantful,closed,0,1/1/2011,9/6/2013,3/20/2012,3/20/2012,1.2164,1.2164,1.4164,2.6822,6,1,5500000,2,CA,1,0,0,0,0,ecommerce,0,0,0,0,0,0,1,0,0,0,c:152560,0,0,1,0,0,0,8.0,1
151,CA,37.785655,-122.398393,CA 94105,c:15294,San Francisco,,SenSage,acquired,1,8/18/2004,,4/18/2005,1/1/2012,0.6658,7.3753,2.3726,2.3726,6,6,37079000,1,CA,1,0,0,0,0,security,0,0,0,0,0,0,0,0,0,1,c:15294,1,0,0,0,1,1,3.8,1
152,CA,37.424298,-122.13980900000001,94306,c:153403,Palo Alto,Palo Alto CA 94306,Gaston Labs,closed,0,3/21/2012,2/1/2013,3/1/2012,3/1/2012,-0.0548,-0.0548,0.2795,1.0027,3,1,100000,2,CA,1,0,0,0,0,photo_video,0,0,0,0,0,0,0,0,0,1,c:153403,0,0,0,0,0,0,11.0,1
153,CA,37.776618400000004,-122.39389309999999,94107,c:1541,San Francisco,,Dapper,acquired,1,10/1/2006,11/16/2010,12/1/2007,12/1/2007,1.1671,1.1671,1.926,4.0137,19,1,3000000,4,CA,1,0,0,0,0,advertising,0,0,0,0,1,0,0,0,0,0,c:1541,0,0,1,0,0,0,2.0,1
154,NY,41.019264,-73.683462,10573,c:15458,Rye Brook,Rye Brook NY 10573,eBillme,closed,0,10/1/2004,6/15/2012,9/20/2006,9/1/2008,1.9699,3.9205,,,2,2,23000000,0,NY,0,1,0,0,0,ecommerce,0,0,0,0,0,0,1,0,0,0,c:15458,1,0,0,0,0,0,3.0,1
155,NY,40.730646,-73.986614,10005,c:15470,New York,New York NY 10005,Oberon Media,acquired,1,1/1/2003,,10/6/2008,11/10/2010,5.7671,7.8629999999999995,9.2575,9.2575,16,2,36000000,1,NY,0,1,0,0,0,games_video,0,0,0,0,0,1,0,0,0,0,c:15470,1,0,0,1,0,0,1.0,1
156,IL,41.889474,-87.628912,60610,c:155,Chicago,,FeedBurner,acquired,1,2/1/2004,,6/1/2004,4/1/2005,0.3315,1.1644,2.0795,9.3507,16,2,8000000,4,IL,0,0,0,0,1,web,0,1,0,0,0,0,0,0,0,0,c:155,0,0,1,1,0,0,4.0,1
157,TX,29.739321999999998,-95.44474699999999,77027,c:15509,Houston,,Rudder,closed,0,10/1/2006,11/5/2010,1/15/2008,1/15/2008,1.2904,1.2904,7.1233,7.1233,3,1,2000000,1,TX,0,0,0,1,0,web,0,1,0,0,0,0,0,0,0,0,c:15509,0,0,1,0,0,0,1.0,0
158,CA,37.400366999999996,-121.98571100000001,95054,c:15562,Santa Clara,,Plusmo,acquired,1,6/1/2006,,5/1/2008,5/1/2008,1.9178,1.9178,2.0027,2.0027,4,1,4410000,1,CA,1,0,0,0,0,mobile,0,0,1,0,0,0,0,0,0,0,c:15562,0,0,1,0,0,0,1.0,1
159,TN,35.149021999999995,-90.05162800000001,38103-4717,c:155621,Memphis,Memphis TN 38103-4717,Friendsignia,closed,0,1/29/2012,6/1/2013,1/29/2012,1/29/2012,0.0,0.0,0.0,0.0,2,1,15000,1,TN,0,0,0,0,1,web,0,1,0,0,0,0,0,0,0,0,c:155621,0,1,0,0,0,0,1.0,0
160,GA,33.956215,-83.987962,30043,c:155821,Lawrenceville,Lawrenceville GA 30043,Nalace Corporation,closed,0,1/1/2012,5/1/2013,4/19/2012,4/19/2012,0.2986,0.2986,0.2986,0.2986,1,1,19000,1,GA,0,0,0,0,1,ecommerce,0,0,0,0,0,0,1,0,0,0,c:155821,0,1,0,0,0,0,1.0,0
161,VA,38.94794,-77.347961,20191,c:15599,Reston,,mBeat Media,closed,0,1/1/2008,1/24/2012,4/1/2008,4/1/2008,0.2493,0.2493,,,3,1,1500000,0,VA,0,0,0,0,1,mobile,0,0,1,0,0,0,0,0,0,0,c:15599,0,0,0,0,0,0,3.0,1
162,CO,39.74627279999999,-104.99115719999999,80202,c:15645,Denver,,Stratavia,acquired,1,1/1/2001,,8/31/2005,12/29/2009,4.6658,8.9973,8.8384,8.8384,12,5,10700000,1,CO,0,0,0,0,1,software,1,0,0,0,0,0,0,0,0,0,c:15645,0,0,1,1,0,0,2.5,1
163,VA,39.035298,-77.430125,20166,c:15652,Dulles,,Anystream,acquired,1,1/1/2000,,1/1/2000,2/7/2007,0.0,7.1068,6.0055,10.9041,9,3,59000000,3,VA,0,0,0,0,1,software,1,0,0,0,0,0,0,0,0,0,c:15652,1,0,0,0,1,0,2.0,1
164,CA,37.791564,-122.39998100000001,94104,c:15687,San Francisco,,SeeSaw Networks,closed,0,1/1/2005,1/1/2012,11/16/2006,6/23/2011,1.874,6.4767,,,4,5,21138876,0,CA,1,0,0,0,0,advertising,0,0,0,0,1,0,0,0,0,0,c:15687,1,0,1,1,0,0,2.0,1
165,CA,37.560155,-122.28558799999999,94404,c:15693,San Mateo,,Provade,acquired,1,1/1/2004,,1/23/2006,8/11/2010,2.063,6.6137,,,5,4,15180000,0,CA,1,0,0,0,0,enterprise,0,0,0,1,0,0,0,0,0,0,c:15693,1,0,1,0,1,0,1.0,1
166,GA,33.749099,-84.390185,30339,c:15704,Atlanta,Atlanta GA 30339,Twitpay,closed,0,1/1/2010,6/1/2012,3/15/2010,1/1/2011,0.2,1.0,,,5,2,500000,0,GA,0,0,0,0,1,ecommerce,0,0,0,0,0,0,1,0,0,0,c:15704,1,0,1,0,0,0,1.0,1
167,NY,40.737216,-73.99094699999999,10003,c:15709,New York,,Robotgalaxy,closed,0,1/1/2006,12/9/2012,1/1/2007,9/16/2008,1.0,2.7096,,,1,2,12000000,0,NY,0,1,0,0,0,games_video,0,0,0,0,0,1,0,0,0,0,c:15709,0,0,1,1,0,0,1.0,0
168,CA,36.72953,-119.70886100000001,93727,c:157234,Fresno,Fresno CA 93727,Soshowise,closed,0,6/8/2011,6/1/2013,2/1/2012,2/1/2012,0.6521,0.6521,1.8986,1.8986,12,1,50000,1,CA,1,0,0,0,0,web,0,1,0,0,0,0,0,0,0,0,c:157234,0,1,0,0,0,0,4.0,0
169,CA,37.787247,-122.39995900000001,94105,c:15739,San Francisco,,NaturalPath Media,acquired,1,6/1/2006,,12/1/2006,12/1/2006,0.5014,0.5014,2.0027,4.0192,6,1,250000,2,CA,1,0,0,0,0,advertising,0,0,0,0,1,0,0,0,0,0,c:15739,0,1,0,0,0,0,2.0,0
